Data;Wojewodztwo;Liczba ozdrowieńców
23.04.2020;Warmińsko-Mazurskie;3
23.04.2020;Wielkopolskie;13
23.04.2020;Zachodniopomorskie;4
24.04.2020;Dolnośląskie;8
24.04.2020;Kujawsko-Pomorskie;11
24.04.2020;Lubelskie;9
24.04.2020;Lubuskie;3
24.04.2020;Łódzkie;5
24.04.2020;Małopolskie;19
24.04.2020;Mazowieckie;442
24.04.2020;Opolskie;2
24.04.2020;Podkarpackie;10
24.04.2020;Podlaskie;7
24.04.2020;Pomorskie;7
24.04.2020;Śląskie;7
24.04.2020;Świętokrzyskie;13
24.04.2020;Warmińsko-Mazurskie;6
24.04.2020;Wielkopolskie;24
24.04.2020;Zachodniopomorskie;7
25.04.2020;Dolnośląskie;0
25.04.2020;Kujawsko-Pomorskie;3
25.04.2020;Lubelskie;3
25.04.2020;Lubuskie;4
25.04.2020;Łódzkie;23
25.04.2020;Małopolskie;10
25.04.2020;Mazowieckie;30
25.04.2020;Opolskie;5
25.04.2020;Podkarpackie;1
25.04.2020;Podlaskie;15
25.04.2020;Pomorskie;4
25.04.2020;Śląskie;3
25.04.2020;Świętokrzyskie;0
25.04.2020;Warmińsko-Mazurskie;7
25.04.2020;Wielkopolskie;28
25.04.2020;Zachodniopomorskie;8
26.04.2020;Dolnośląskie;5
26.04.2020;Kujawsko-Pomorskie;2
26.04.2020;Lubelskie;5
26.04.2020;Lubuskie;1
26.04.2020;Łódzkie;13
26.04.2020;Małopolskie;10
26.04.2020;Mazowieckie;27
26.04.2020;Opolskie;0
26.04.2020;Podkarpackie;12
26.04.2020;Podlaskie;11
26.04.2020;Pomorskie;7
26.04.2020;Śląskie;76
26.04.2020;Świętokrzyskie;3
26.04.2020;Warmińsko-Mazurskie;4
26.04.2020;Wielkopolskie;8
26.04.2020;Zachodniopomorskie;13
27.04.2020;Dolnośląskie;17
27.04.2020;Kujawsko-Pomorskie;6
27.04.2020;Lubelskie;1
27.04.2020;Lubuskie;11
27.04.2020;Łódzkie;20
27.04.2020;Małopolskie;11
27.04.2020;Mazowieckie;49
27.04.2020;Opolskie;1
27.04.2020;Podkarpackie;7
27.04.2020;Podlaskie;0
27.04.2020;Pomorskie;13
27.04.2020;Śląskie;0
27.04.2020;Świętokrzyskie;3
27.04.2020;Warmińsko-Mazurskie;11
27.04.2020;Wielkopolskie;30
27.04.2020;Zachodniopomorskie;9
28.04.2020;Dolnośląskie;32
28.04.2020;Kujawsko-Pomorskie;18
28.04.2020;Lubelskie;14
28.04.2020;Lubuskie;0
28.04.2020;Łódzkie;38
28.04.2020;Małopolskie;23
28.04.2020;Mazowieckie;52
28.04.2020;Opolskie;19
28.04.2020;Podkarpackie;12
28.04.2020;Podlaskie;14
28.04.2020;Pomorskie;11
28.04.2020;Śląskie;100
28.04.2020;Świętokrzyskie;0
28.04.2020;Warmińsko-Mazurskie;3
28.04.2020;Wielkopolskie;17
28.04.2020;Zachodniopomorskie;18
29.04.2020;Dolnośląskie;14
29.04.2020;Kujawsko-Pomorskie;18
29.04.2020;Lubelskie;5
29.04.2020;Lubuskie;3
29.04.2020;Łódzkie;17
29.04.2020;Małopolskie;19
29.04.2020;Mazowieckie;42
29.04.2020;Opolskie;4
29.04.2020;Podkarpackie;7
29.04.2020;Podlaskie;9
29.04.2020;Pomorskie;10
29.04.2020;Śląskie;12
29.04.2020;Świętokrzyskie;6
29.04.2020;Warmińsko-Mazurskie;5
29.04.2020;Wielkopolskie;27
29.04.2020;Zachodniopomorskie;21
30.04.2020;Dolnośląskie;31
30.04.2020;Kujawsko-Pomorskie;9
30.04.2020;Lubelskie;12
30.04.2020;Lubuskie;0
30.04.2020;Łódzkie;9
30.04.2020;Małopolskie;18
30.04.2020;Mazowieckie;54
30.04.2020;Opolskie;5
30.04.2020;Podkarpackie;6
30.04.2020;Podlaskie;14
30.04.2020;Pomorskie;3
30.04.2020;Śląskie;50
30.04.2020;Świętokrzyskie;15
30.04.2020;Warmińsko-Mazurskie;5
30.04.2020;Wielkopolskie;30
30.04.2020;Zachodniopomorskie;8
01.05.2020;Dolnośląskie;15
01.05.2020;Kujawsko-Pomorskie;18
01.05.2020;Lubelskie;14
01.05.2020;Lubuskie;0
01.05.2020;Łódzkie;17
01.05.2020;Małopolskie;18
01.05.2020;Mazowieckie;32
01.05.2020;Opolskie;4
01.05.2020;Podkarpackie;2
01.05.2020;Podlaskie;19
01.05.2020;Pomorskie;0
01.05.2020;Śląskie;88
01.05.2020;Świętokrzyskie;19
01.05.2020;Warmińsko-Mazurskie;3
01.05.2020;Wielkopolskie;16
01.05.2020;Zachodniopomorskie;8
02.05.2020;Dolnośląskie;29
02.05.2020;Kujawsko-Pomorskie;6
02.05.2020;Lubelskie;3
02.05.2020;Lubuskie;0
02.05.2020;Łódzkie;14
02.05.2020;Małopolskie;1
02.05.2020;Mazowieckie;10
02.05.2020;Opolskie;5
02.05.2020;Podkarpackie;7
02.05.2020;Podlaskie;0
02.05.2020;Pomorskie;6
02.05.2020;Śląskie;54
02.05.2020;Świętokrzyskie;6
02.05.2020;Warmińsko-Mazurskie;2
02.05.2020;Wielkopolskie;34
02.05.2020;Zachodniopomorskie;7
03.05.2020;Dolnośląskie;15
03.05.2020;Kujawsko-Pomorskie;5
03.05.2020;Lubelskie;1
03.05.2020;Lubuskie;0
03.05.2020;Łódzkie;4
03.05.2020;Małopolskie;11
03.05.2020;Mazowieckie;14
03.05.2020;Opolskie;1
03.05.2020;Podkarpackie;8
03.05.2020;Podlaskie;3
03.05.2020;Pomorskie;8
03.05.2020;Śląskie;41
03.05.2020;Świętokrzyskie;15
03.05.2020;Warmińsko-Mazurskie;1
03.05.2020;Wielkopolskie;12
03.05.2020;Zachodniopomorskie;6
04.05.2020;Dolnośląskie;27
04.05.2020;Kujawsko-Pomorskie;6
04.05.2020;Lubelskie;13
04.05.2020;Lubuskie;1
04.05.2020;Łódzkie;3
04.05.2020;Małopolskie;29
04.05.2020;Mazowieckie;59
04.05.2020;Opolskie;13
04.05.2020;Podkarpackie;4
04.05.2020;Podlaskie;11
04.05.2020;Pomorskie;1
04.05.2020;Śląskie;0
04.05.2020;Świętokrzyskie;7
04.05.2020;Warmińsko-Mazurskie;4
04.05.2020;Wielkopolskie;24
04.05.2020;Zachodniopomorskie;5
05.05.2020;Dolnośląskie;41
05.05.2020;Kujawsko-Pomorskie;11
05.05.2020;Lubelskie;8
05.05.2020;Lubuskie;1
05.05.2020;Łódzkie;11
05.05.2020;Małopolskie;22
05.05.2020;Mazowieckie;111
05.05.2020;Opolskie;8
05.05.2020;Podkarpackie;3
05.05.2020;Podlaskie;23
05.05.2020;Pomorskie;4
05.05.2020;Śląskie;58
05.05.2020;Świętokrzyskie;19
05.05.2020;Warmińsko-Mazurskie;1
05.05.2020;Wielkopolskie;44
05.05.2020;Zachodniopomorskie;4
06.05.2020;Dolnośląskie;24
06.05.2020;Kujawsko-Pomorskie;10
06.05.2020;Lubelskie;2
06.05.2020;Lubuskie;3
06.05.2020;Łódzkie;3
06.05.2020;Małopolskie;21
06.05.2020;Mazowieckie;61
06.05.2020;Opolskie;26
06.05.2020;Podkarpackie;12
06.05.2020;Podlaskie;10
06.05.2020;Pomorskie;4
06.05.2020;Śląskie;0
06.05.2020;Świętokrzyskie;14
06.05.2020;Warmińsko-Mazurskie;1
06.05.2020;Wielkopolskie;23
06.05.2020;Zachodniopomorskie;7
07.05.2020;Dolnośląskie;12
07.05.2020;Kujawsko-Pomorskie;9
07.05.2020;Lubelskie;13
07.05.2020;Lubuskie;1
07.05.2020;Łódzkie;10
07.05.2020;Małopolskie;23
07.05.2020;Mazowieckie;63
07.05.2020;Opolskie;17
07.05.2020;Podkarpackie;2
07.05.2020;Podlaskie;25
07.05.2020;Pomorskie;10
07.05.2020;Śląskie;97
07.05.2020;Świętokrzyskie;8
07.05.2020;Warmińsko-Mazurskie;0
07.05.2020;Wielkopolskie;28
07.05.2020;Zachodniopomorskie;8
08.05.2020;Dolnośląskie;11
08.05.2020;Kujawsko-Pomorskie;7
08.05.2020;Lubelskie;12
08.05.2020;Lubuskie;1
08.05.2020;Łódzkie;11
08.05.2020;Małopolskie;19
08.05.2020;Mazowieckie;61
08.05.2020;Opolskie;5
08.05.2020;Podkarpackie;4
08.05.2020;Podlaskie;12
08.05.2020;Pomorskie;5
08.05.2020;Śląskie;15
08.05.2020;Świętokrzyskie;12
08.05.2020;Warmińsko-Mazurskie;9
08.05.2020;Wielkopolskie;36
08.05.2020;Zachodniopomorskie;20
09.05.2020;Dolnośląskie;32
09.05.2020;Kujawsko-Pomorskie;4
09.05.2020;Lubelskie;2
09.05.2020;Lubuskie;0
09.05.2020;Łódzkie;3
09.05.2020;Małopolskie;24
09.05.2020;Mazowieckie;44
09.05.2020;Opolskie;7
09.05.2020;Podkarpackie;2
09.05.2020;Podlaskie;0
09.05.2020;Pomorskie;21
09.05.2020;Śląskie;85
09.05.2020;Świętokrzyskie;3
09.05.2020;Warmińsko-Mazurskie;5
09.05.2020;Wielkopolskie;13
09.05.2020;Zachodniopomorskie;16
10.05.2020;Dolnośląskie;29
10.05.2020;Kujawsko-Pomorskie;10
10.05.2020;Lubelskie;6
10.05.2020;Lubuskie;0
10.05.2020;Łódzkie;8
10.05.2020;Małopolskie;19
10.05.2020;Mazowieckie;14
10.05.2020;Opolskie;2
10.05.2020;Podkarpackie;3
10.05.2020;Podlaskie;0
10.05.2020;Pomorskie;4
10.05.2020;Śląskie;0
10.05.2020;Świętokrzyskie;0
10.05.2020;Warmińsko-Mazurskie;0
10.05.2020;Wielkopolskie;14
10.05.2020;Zachodniopomorskie;3
11.05.2020;Dolnośląskie;21
11.05.2020;Kujawsko-Pomorskie;4
11.05.2020;Lubelskie;9
11.05.2020;Lubuskie;0
11.05.2020;Łódzkie;24
11.05.2020;Małopolskie;33
11.05.2020;Mazowieckie;38
11.05.2020;Opolskie;11
11.05.2020;Podkarpackie;6
11.05.2020;Podlaskie;23
11.05.2020;Pomorskie;14
11.05.2020;Śląskie;95
11.05.2020;Świętokrzyskie;2
11.05.2020;Warmińsko-Mazurskie;0
11.05.2020;Wielkopolskie;19
11.05.2020;Zachodniopomorskie;14
12.05.2020;Dolnośląskie;47
12.05.2020;Kujawsko-Pomorskie;17
12.05.2020;Lubelskie;5
12.05.2020;Lubuskie;1
12.05.2020;Łódzkie;20
12.05.2020;Małopolskie;26
12.05.2020;Mazowieckie;39
12.05.2020;Opolskie;15
12.05.2020;Podkarpackie;6
12.05.2020;Podlaskie;9
12.05.2020;Pomorskie;18
12.05.2020;Śląskie;30
12.05.2020;Świętokrzyskie;8
12.05.2020;Warmińsko-Mazurskie;1
12.05.2020;Wielkopolskie;40
12.05.2020;Zachodniopomorskie;5
13.05.2020;Dolnośląskie;40
13.05.2020;Kujawsko-Pomorskie;25
13.05.2020;Lubelskie;5
13.05.2020;Lubuskie;0
13.05.2020;Łódzkie;13
13.05.2020;Małopolskie;21
13.05.2020;Mazowieckie;34
13.05.2020;Opolskie;15
13.05.2020;Podkarpackie;2
13.05.2020;Podlaskie;10
13.05.2020;Pomorskie;0
13.05.2020;Śląskie;60
13.05.2020;Świętokrzyskie;1
13.05.2020;Warmińsko-Mazurskie;0
13.05.2020;Wielkopolskie;50
13.05.2020;Zachodniopomorskie;8
14.05.2020;Dolnośląskie;28
14.05.2020;Kujawsko-Pomorskie;3
14.05.2020;Lubelskie;2
14.05.2020;Lubuskie;1
14.05.2020;Łódzkie;41
14.05.2020;Małopolskie;37
14.05.2020;Mazowieckie;26
14.05.2020;Opolskie;9
14.05.2020;Podkarpackie;7
14.05.2020;Podlaskie;1
14.05.2020;Pomorskie;8
14.05.2020;Śląskie;5
14.05.2020;Świętokrzyskie;1
14.05.2020;Warmińsko-Mazurskie;0
14.05.2020;Wielkopolskie;31
14.05.2020;Zachodniopomorskie;17
15.05.2020;Dolnośląskie;25
15.05.2020;Kujawsko-Pomorskie;31
15.05.2020;Lubelskie;4
15.05.2020;Lubuskie;1
15.05.2020;Łódzkie;27
15.05.2020;Małopolskie;23
15.05.2020;Mazowieckie;17
15.05.2020;Opolskie;12
15.05.2020;Podkarpackie;5
15.05.2020;Podlaskie;3
15.05.2020;Pomorskie;42
15.05.2020;Śląskie;29
15.05.2020;Świętokrzyskie;4
15.05.2020;Warmińsko-Mazurskie;5
15.05.2020;Wielkopolskie;22
15.05.2020;Zachodniopomorskie;8
16.05.2020;Dolnośląskie;43
16.05.2020;Kujawsko-Pomorskie;3
16.05.2020;Lubelskie;1
16.05.2020;Lubuskie;0
16.05.2020;Łódzkie;62
16.05.2020;Małopolskie;9
16.05.2020;Mazowieckie;35
16.05.2020;Opolskie;2
16.05.2020;Podkarpackie;8
16.05.2020;Podlaskie;0
16.05.2020;Pomorskie;9
16.05.2020;Śląskie;59
16.05.2020;Świętokrzyskie;6
16.05.2020;Warmińsko-Mazurskie;0
16.05.2020;Wielkopolskie;35
16.05.2020;Zachodniopomorskie;4
17.05.2020;Dolnośląskie;19
17.05.2020;Kujawsko-Pomorskie;9
17.05.2020;Lubelskie;2
17.05.2020;Lubuskie;0
17.05.2020;Łódzkie;77
17.05.2020;Małopolskie;15
17.05.2020;Mazowieckie;29
17.05.2020;Opolskie;1
17.05.2020;Podkarpackie;6
17.05.2020;Podlaskie;0
17.05.2020;Pomorskie;0
17.05.2020;Śląskie;16
17.05.2020;Świętokrzyskie;1
17.05.2020;Warmińsko-Mazurskie;1
17.05.2020;Wielkopolskie;5
17.05.2020;Zachodniopomorskie;3
18.05.2020;Dolnośląskie;24
18.05.2020;Kujawsko-Pomorskie;6
18.05.2020;Lubelskie;6
18.05.2020;Lubuskie;2
18.05.2020;Łódzkie;36
18.05.2020;Małopolskie;23
18.05.2020;Mazowieckie;35
18.05.2020;Opolskie;6
18.05.2020;Podkarpackie;9
18.05.2020;Podlaskie;0
18.05.2020;Pomorskie;25
18.05.2020;Śląskie;67
18.05.2020;Świętokrzyskie;7
18.05.2020;Warmińsko-Mazurskie;2
18.05.2020;Wielkopolskie;20
18.05.2020;Zachodniopomorskie;7
19.05.2020;Dolnośląskie;31
19.05.2020;Kujawsko-Pomorskie;30
19.05.2020;Lubelskie;4
19.05.2020;Lubuskie;3
19.05.2020;Łódzkie;14
19.05.2020;Małopolskie;30
19.05.2020;Mazowieckie;40
19.05.2020;Opolskie;20
19.05.2020;Podkarpackie;9
19.05.2020;Podlaskie;11
19.05.2020;Pomorskie;13
19.05.2020;Śląskie;0
19.05.2020;Świętokrzyskie;7
19.05.2020;Warmińsko-Mazurskie;1
19.05.2020;Wielkopolskie;53
19.05.2020;Zachodniopomorskie;13
20.05.2020;Dolnośląskie;30
20.05.2020;Kujawsko-Pomorskie;9
20.05.2020;Lubelskie;5
20.05.2020;Lubuskie;1
20.05.2020;Łódzkie;11
20.05.2020;Małopolskie;23
20.05.2020;Mazowieckie;25
20.05.2020;Opolskie;17
20.05.2020;Podkarpackie;3
20.05.2020;Podlaskie;4
20.05.2020;Pomorskie;5
20.05.2020;Śląskie;63
20.05.2020;Świętokrzyskie;5
20.05.2020;Warmińsko-Mazurskie;4
20.05.2020;Wielkopolskie;44
20.05.2020;Zachodniopomorskie;24
21.05.2020;Dolnośląskie;22
21.05.2020;Kujawsko-Pomorskie;15
21.05.2020;Lubelskie;4
21.05.2020;Lubuskie;0
21.05.2020;Łódzkie;56
21.05.2020;Małopolskie;26
21.05.2020;Mazowieckie;26
21.05.2020;Opolskie;10
21.05.2020;Podkarpackie;3
21.05.2020;Podlaskie;0
21.05.2020;Pomorskie;24
21.05.2020;Śląskie;17
21.05.2020;Świętokrzyskie;6
21.05.2020;Warmińsko-Mazurskie;4
21.05.2020;Wielkopolskie;63
21.05.2020;Zachodniopomorskie;5
22.05.2020;Dolnośląskie;21
22.05.2020;Kujawsko-Pomorskie;17
22.05.2020;Lubelskie;7
22.05.2020;Lubuskie;0
22.05.2020;Łódzkie;64
22.05.2020;Małopolskie;25
22.05.2020;Mazowieckie;21
22.05.2020;Opolskie;10
22.05.2020;Podkarpackie;2
22.05.2020;Podlaskie;4
22.05.2020;Pomorskie;6
22.05.2020;Śląskie;21
22.05.2020;Świętokrzyskie;4
22.05.2020;Warmińsko-Mazurskie;1
22.05.2020;Wielkopolskie;32
22.05.2020;Zachodniopomorskie;13
23.05.2020;Dolnośląskie;43
23.05.2020;Kujawsko-Pomorskie;1
23.05.2020;Lubelskie;1
23.05.2020;Lubuskie;0
23.05.2020;Łódzkie;20
23.05.2020;Małopolskie;21
23.05.2020;Mazowieckie;9
23.05.2020;Opolskie;10
23.05.2020;Podkarpackie;1
23.05.2020;Podlaskie;0
23.05.2020;Pomorskie;6
23.05.2020;Śląskie;72
23.05.2020;Świętokrzyskie;3
23.05.2020;Warmińsko-Mazurskie;0
23.05.2020;Wielkopolskie;28
23.05.2020;Zachodniopomorskie;2
24.05.2020;Dolnośląskie;16
24.05.2020;Kujawsko-Pomorskie;0
24.05.2020;Lubelskie;7
24.05.2020;Lubuskie;0
24.05.2020;Łódzkie;11
24.05.2020;Małopolskie;8
24.05.2020;Mazowieckie;8
24.05.2020;Opolskie;1
24.05.2020;Podkarpackie;0
24.05.2020;Podlaskie;0
24.05.2020;Pomorskie;4
24.05.2020;Śląskie;0
24.05.2020;Świętokrzyskie;2
24.05.2020;Warmińsko-Mazurskie;0
24.05.2020;Wielkopolskie;9
24.05.2020;Zachodniopomorskie;12
25.05.2020;Dolnośląskie;9
25.05.2020;Lubelskie;5
25.05.2020;Lubuskie;1
25.05.2020;Łódzkie;12
25.05.2020;Małopolskie;20
25.05.2020;Mazowieckie;11
25.05.2020;Opolskie;11
25.05.2020;Podkarpackie;1
25.05.2020;Podlaskie;8
25.05.2020;Pomorskie;7
25.05.2020;Śląskie;85
25.05.2020;Świętokrzyskie;2
25.05.2020;Warmińsko-Mazurskie;0
25.05.2020;Wielkopolskie;36
25.05.2020;Zachodniopomorskie;4
26.05.2020;Dolnośląskie;59
26.05.2020;Kujawsko-Pomorskie;6
26.05.2020;Lubelskie;3
26.05.2020;Lubuskie;1
26.05.2020;Łódzkie;7
26.05.2020;Małopolskie;32
26.05.2020;Mazowieckie;31
26.05.2020;Opolskie;12
26.05.2020;Podkarpackie;2
26.05.2020;Podlaskie;6
26.05.2020;Pomorskie;7
26.05.2020;Śląskie;79
26.05.2020;Świętokrzyskie;3
26.05.2020;Warmińsko-Mazurskie;3
26.05.2020;Wielkopolskie;45
26.05.2020;Zachodniopomorskie;12
27.05.2020;Dolnośląskie;31
27.05.2020;Kujawsko-Pomorskie;10
27.05.2020;Lubelskie;1
27.05.2020;Lubuskie;0
27.05.2020;Łódzkie;21
27.05.2020;Małopolskie;32
27.05.2020;Mazowieckie;16
27.05.2020;Opolskie;6
27.05.2020;Podkarpackie;4
27.05.2020;Podlaskie;0
27.05.2020;Pomorskie;6
27.05.2020;Śląskie;46
27.05.2020;Świętokrzyskie;1
27.05.2020;Warmińsko-Mazurskie;2
27.05.2020;Wielkopolskie;43
27.05.2020;Zachodniopomorskie;10
28.05.2020;Dolnośląskie;29
28.05.2020;Kujawsko-Pomorskie;1
28.05.2020;Lubelskie;2
28.05.2020;Lubuskie;1
28.05.2020;Łódzkie;28
28.05.2020;Małopolskie;15
28.05.2020;Mazowieckie;25
28.05.2020;Opolskie;6
28.05.2020;Podkarpackie;1
28.05.2020;Podlaskie;2
28.05.2020;Pomorskie;9
28.05.2020;Śląskie;0
28.05.2020;Świętokrzyskie;2
28.05.2020;Warmińsko-Mazurskie;2
28.05.2020;Wielkopolskie;28
28.05.2020;Zachodniopomorskie;11
29.05.2020;Dolnośląskie;43
29.05.2020;Kujawsko-Pomorskie;1
29.05.2020;Lubelskie;3
29.05.2020;Lubuskie;0
29.05.2020;Łódzkie;25
29.05.2020;Małopolskie;31
29.05.2020;Mazowieckie;58
29.05.2020;Opolskie;14
29.05.2020;Podkarpackie;1
29.05.2020;Podlaskie;4
29.05.2020;Pomorskie;2
29.05.2020;Śląskie;61
29.05.2020;Świętokrzyskie;8
29.05.2020;Warmińsko-Mazurskie;2
29.05.2020;Wielkopolskie;67
29.05.2020;Zachodniopomorskie;6
30.05.2020;Dolnośląskie;45
30.05.2020;Kujawsko-Pomorskie;13
30.05.2020;Lubelskie;2
30.05.2020;Lubuskie;0
30.05.2020;Łódzkie;18
30.05.2020;Małopolskie;9
30.05.2020;Mazowieckie;26
30.05.2020;Opolskie;4
30.05.2020;Podkarpackie;3
30.05.2020;Podlaskie;0
30.05.2020;Pomorskie;7
30.05.2020;Śląskie;67
30.05.2020;Świętokrzyskie;1
30.05.2020;Warmińsko-Mazurskie;0
30.05.2020;Wielkopolskie;52
30.05.2020;Zachodniopomorskie;5
31.05.2020;Dolnośląskie;4
31.05.2020;Kujawsko-Pomorskie;4
31.05.2020;Lubelskie;4
31.05.2020;Lubuskie;0
31.05.2020;Łódzkie;40
31.05.2020;Małopolskie;2
31.05.2020;Mazowieckie;9
31.05.2020;Opolskie;2
31.05.2020;Podkarpackie;0
31.05.2020;Podlaskie;0
31.05.2020;Pomorskie;0
31.05.2020;Śląskie;97
31.05.2020;Świętokrzyskie;3
31.05.2020;Warmińsko-Mazurskie;0
31.05.2020;Wielkopolskie;13
31.05.2020;Zachodniopomorskie;2
01.06.2020;Dolnośląskie;16
01.06.2020;Kujawsko-Pomorskie;8
01.06.2020;Lubelskie;9
01.06.2020;Lubuskie;4
01.06.2020;Łódzkie;40
01.06.2020;Małopolskie;19
01.06.2020;Mazowieckie;14
01.06.2020;Opolskie;10
01.06.2020;Podkarpackie;1
01.06.2020;Podlaskie;4
01.06.2020;Pomorskie;8
01.06.2020;Śląskie;94
01.06.2020;Świętokrzyskie;0
01.06.2020;Warmińsko-Mazurskie;2
01.06.2020;Wielkopolskie;46
01.06.2020;Zachodniopomorskie;1
02.06.2020;Dolnośląskie;74
02.06.2020;Kujawsko-Pomorskie;2
02.06.2020;Lubelskie;11
02.06.2020;Lubuskie;0
02.06.2020;Łódzkie;6
02.06.2020;Małopolskie;16
02.06.2020;Mazowieckie;56
02.06.2020;Opolskie;7
02.06.2020;Podkarpackie;1
02.06.2020;Podlaskie;5
02.06.2020;Pomorskie;5
02.06.2020;Śląskie;80
02.06.2020;Świętokrzyskie;1
02.06.2020;Warmińsko-Mazurskie;5
02.06.2020;Wielkopolskie;19
03.06.2020;Dolnośląskie;32
03.06.2020;Kujawsko-Pomorskie;5
03.06.2020;Lubelskie;29
03.06.2020;Lubuskie;1
03.06.2020;Łódzkie;5
03.06.2020;Małopolskie;13
03.06.2020;Mazowieckie;14
03.06.2020;Opolskie;7
03.06.2020;Podkarpackie;1
03.06.2020;Podlaskie;3
03.06.2020;Pomorskie;12
03.06.2020;Śląskie;67
03.06.2020;Świętokrzyskie;3
03.06.2020;Warmińsko-Mazurskie;1
03.06.2020;Wielkopolskie;19
04.06.2020;Dolnośląskie;19
04.06.2020;Kujawsko-Pomorskie;3
04.06.2020;Lubelskie;14
04.06.2020;Lubuskie;0
04.06.2020;Łódzkie;5
04.06.2020;Małopolskie;11
04.06.2020;Mazowieckie;18
04.06.2020;Opolskie;12
04.06.2020;Podkarpackie;0
04.06.2020;Podlaskie;6
04.06.2020;Pomorskie;3
04.06.2020;Śląskie;69
04.06.2020;Świętokrzyskie;8
04.06.2020;Warmińsko-Mazurskie;1
04.06.2020;Wielkopolskie;10
04.06.2020;Zachodniopomorskie;5
05.06.2020;Dolnośląskie;62
05.06.2020;Kujawsko-Pomorskie;4
05.06.2020;Lubelskie;12
05.06.2020;Lubuskie;2
05.06.2020;Łódzkie;5
05.06.2020;Małopolskie;13
05.06.2020;Mazowieckie;25
05.06.2020;Opolskie;5
05.06.2020;Podkarpackie;1
05.06.2020;Podlaskie;0
05.06.2020;Pomorskie;6
05.06.2020;Śląskie;64
05.06.2020;Świętokrzyskie;7
05.06.2020;Warmińsko-Mazurskie;3
05.06.2020;Wielkopolskie;10
05.06.2020;Zachodniopomorskie;11
06.06.2020;Dolnośląskie;21
06.06.2020;Kujawsko-Pomorskie;0
06.06.2020;Lubelskie;4
06.06.2020;Lubuskie;1
06.06.2020;Łódzkie;9
06.06.2020;Małopolskie;15
06.06.2020;Mazowieckie;26
06.06.2020;Opolskie;4
06.06.2020;Podkarpackie;0
06.06.2020;Podlaskie;0
06.06.2020;Pomorskie;9
06.06.2020;Śląskie;89
06.06.2020;Świętokrzyskie;8
06.06.2020;Warmińsko-Mazurskie;0
06.06.2020;Wielkopolskie;29
06.06.2020;Zachodniopomorskie;0
07.06.2020;Dolnośląskie;0
07.06.2020;Kujawsko-Pomorskie;2
07.06.2020;Lubelskie;3
07.06.2020;Lubuskie;1
07.06.2020;Łódzkie;0
07.06.2020;Małopolskie;6
07.06.2020;Mazowieckie;4
07.06.2020;Opolskie;6
07.06.2020;Podkarpackie;1
07.06.2020;Podlaskie;0
07.06.2020;Pomorskie;2
07.06.2020;Śląskie;113
07.06.2020;Świętokrzyskie;0
07.06.2020;Warmińsko-Mazurskie;0
07.06.2020;Wielkopolskie;11
07.06.2020;Zachodniopomorskie;8
08.06.2020;Dolnośląskie;31
08.06.2020;Kujawsko-Pomorskie;11
08.06.2020;Lubelskie;7
08.06.2020;Lubuskie;0
08.06.2020;Łódzkie;5
08.06.2020;Małopolskie;6
08.06.2020;Mazowieckie;15
08.06.2020;Opolskie;0
08.06.2020;Podkarpackie;1
08.06.2020;Podlaskie;0
08.06.2020;Pomorskie;1
08.06.2020;Śląskie;81
08.06.2020;Świętokrzyskie;2
08.06.2020;Warmińsko-Mazurskie;1
08.06.2020;Wielkopolskie;27
08.06.2020;Zachodniopomorskie;5
09.06.2020;Dolnośląskie;31
09.06.2020;Kujawsko-Pomorskie;0
09.06.2020;Lubelskie;8
09.06.2020;Lubuskie;1
09.06.2020;Łódzkie;5
09.06.2020;Małopolskie;26
09.06.2020;Mazowieckie;22
09.06.2020;Opolskie;9
09.06.2020;Podkarpackie;2
09.06.2020;Podlaskie;7
09.06.2020;Pomorskie;9
09.06.2020;Śląskie;52
09.06.2020;Świętokrzyskie;7
09.06.2020;Warmińsko-Mazurskie;0
09.06.2020;Wielkopolskie;39
09.06.2020;Zachodniopomorskie;1
10.06.2020;Dolnośląskie;47
10.06.2020;Kujawsko-Pomorskie;0
10.06.2020;Lubelskie;11
10.06.2020;Lubuskie;2
10.06.2020;Łódzkie;6
10.06.2020;Małopolskie;21
10.06.2020;Mazowieckie;29
10.06.2020;Opolskie;5
10.06.2020;Podkarpackie;0
10.06.2020;Podlaskie;0
10.06.2020;Pomorskie;4
10.06.2020;Śląskie;164
10.06.2020;Świętokrzyskie;11
10.06.2020;Warmińsko-Mazurskie;5
10.06.2020;Wielkopolskie;21
10.06.2020;Zachodniopomorskie;6
11.06.2020;Dolnośląskie;22
11.06.2020;Kujawsko-Pomorskie;0
11.06.2020;Lubelskie;5
11.06.2020;Lubuskie;1
11.06.2020;Łódzkie;2
11.06.2020;Małopolskie;17
11.06.2020;Mazowieckie;10
11.06.2020;Opolskie;3
11.06.2020;Podkarpackie;1
11.06.2020;Podlaskie;0
11.06.2020;Pomorskie;3
11.06.2020;Śląskie;0
11.06.2020;Świętokrzyskie;13
11.06.2020;Warmińsko-Mazurskie;0
11.06.2020;Wielkopolskie;20
11.06.2020;Zachodniopomorskie;8
12.06.2020;Dolnośląskie;16
12.06.2020;Kujawsko-Pomorskie;1
12.06.2020;Lubelskie;1
12.06.2020;Lubuskie;2
12.06.2020;Łódzkie;2
12.06.2020;Małopolskie;10
12.06.2020;Mazowieckie;14
12.06.2020;Opolskie;11
12.06.2020;Podkarpackie;2
12.06.2020;Podlaskie;7
12.06.2020;Pomorskie;7
12.06.2020;Śląskie;167
